file,blockType,key,legacySection,missingField,legacyId,legacySymbol,keyField,reason,source
data/defs/ui/packages/legacy_imgui/game/mcl_optionsgameplay.fit,GuiButton,game.mcl_optionsgameplay.button.base_color_tab,Button6,helpCaptionMissing,0,IDS_undefined_string_sebi,legacy.strings.ids_undefined_string_sebi,symbol_only_from_strings_res_h,strings.res.h
data/defs/ui/packages/legacy_imgui/game/mcl_optionsgameplay.fit,GuiButton,game.mcl_optionsgameplay.button.accent_color_tab,Button7,helpCaptionMissing,0,IDS_undefined_string_sebi,legacy.strings.ids_undefined_string_sebi,symbol_only_from_strings_res_h,strings.res.h
data/defs/ui/packages/legacy_imgui/game/mcl_pr_availablepilotentry.fit,GuiText,game.mcl_pr_availablepilotentry.text.text,Text0,runtimeTextPreviewMissing,,,,,
data/defs/ui/packages/legacy_imgui/game/mcl_pr_availablepilotentry.fit,GuiText,game.mcl_pr_availablepilotentry.text.text_01,Text1,runtimeTextPreviewMissing,,,,,
data/defs/ui/packages/legacy_imgui/game/mcl_pr_layout.fit,GuiRect,game.mcl_pr_layout.rect.pilot_specialty,PilotReadyRect7,helpDescMissing,0,IDS_undefined_string_sebi,legacy.strings.ids_undefined_string_sebi,symbol_only_from_strings_res_h,strings.res.h
data/defs/ui/packages/legacy_imgui/game/mcl_pr_layout.fit,GuiText,game.mcl_pr_layout.text.pilot_info_rank,PilotReadyTextEntry4,textMissing,0,IDS_undefined_string_sebi,legacy.strings.ids_undefined_string_sebi,symbol_only_from_strings_res_h,strings.res.h
data/defs/ui/packages/legacy_imgui/game/mcl_pr_layout.fit,GuiText,game.mcl_pr_layout.text.pilot_info_targeting_number,PilotReadyTextEntry5,textMissing,0,IDS_undefined_string_sebi,legacy.strings.ids_undefined_string_sebi,symbol_only_from_strings_res_h,strings.res.h
data/defs/ui/packages/legacy_imgui/game/mcl_pr_layout.fit,GuiText,game.mcl_pr_layout.text.pilot_info_piloting_number,PilotReadyTextEntry6,textMissing,0,IDS_undefined_string_sebi,legacy.strings.ids_undefined_string_sebi,symbol_only_from_strings_res_h,strings.res.h
data/defs/ui/packages/legacy_imgui/game/mcl_pr_layout.fit,GuiText,game.mcl_pr_layout.text.pilot_info_kills_number,PilotReadyTextEntry7,textMissing,0,IDS_undefined_string_sebi,legacy.strings.ids_undefined_string_sebi,symbol_only_from_strings_res_h,strings.res.h
data/defs/ui/packages/legacy_imgui/game/mcl_pr_layout.fit,GuiText,game.mcl_pr_layout.text.pilot_name_header,PilotReadyTextEntry8,textMissing,0,IDS_undefined_string_sebi,legacy.strings.ids_undefined_string_sebi,symbol_only_from_strings_res_h,strings.res.h
data/defs/ui/packages/legacy_imgui/game/mcl_pr_layout.fit,GuiText,game.mcl_pr_layout.text.special_skill_1,PilotReadyTextEntry9,textMissing,0,IDS_undefined_string_sebi,legacy.strings.ids_undefined_string_sebi,symbol_only_from_strings_res_h,strings.res.h
data/defs/ui/packages/legacy_imgui/game/mcl_pr_layout.fit,GuiText,game.mcl_pr_layout.text.special_skill_2,PilotReadyTextEntry10,textMissing,0,IDS_undefined_string_sebi,legacy.strings.ids_undefined_string_sebi,symbol_only_from_strings_res_h,strings.res.h
data/defs/ui/packages/legacy_imgui/game/mcl_pr_layout.fit,GuiText,game.mcl_pr_layout.text.special_skill_3,PilotReadyTextEntry11,textMissing,0,IDS_undefined_string_sebi,legacy.strings.ids_undefined_string_sebi,symbol_only_from_strings_res_h,strings.res.h
data/defs/ui/packages/legacy_imgui/game/mcl_pr_layout.fit,GuiText,game.mcl_pr_layout.text.special_skill_4,PilotReadyTextEntry12,textMissing,0,IDS_undefined_string_sebi,legacy.strings.ids_undefined_string_sebi,symbol_only_from_strings_res_h,strings.res.h
data/defs/ui/packages/legacy_imgui/game/mcl_pr_layout.fit,GuiText,game.mcl_pr_layout.text.help_text,PilotReadyTextEntry13,textMissing,0,IDS_undefined_string_sebi,legacy.strings.ids_undefined_string_sebi,symbol_only_from_strings_res_h,strings.res.h
data/defs/ui/packages/legacy_imgui/game/mcl_sm.fit,GuiButton,game.mcl_sm.button.delete_button,Button0,helpCaptionMissing,0,IDS_undefined_string_sebi,legacy.strings.ids_undefined_string_sebi,symbol_only_from_strings_res_h,strings.res.h
data/defs/ui/packages/legacy_imgui/game/mcl_sm.fit,GuiButton,game.mcl_sm.button.delete_button,Button0,helpDescMissing,0,IDS_undefined_string_sebi,legacy.strings.ids_undefined_string_sebi,symbol_only_from_strings_res_h,strings.res.h
data/defs/ui/packages/legacy_imgui/game/mcl_sm.fit,GuiButton,game.mcl_sm.button.cancel_button,Button1,helpCaptionMissing,0,IDS_undefined_string_sebi,legacy.strings.ids_undefined_string_sebi,symbol_only_from_strings_res_h,strings.res.h
data/defs/ui/packages/legacy_imgui/game/mcl_sm.fit,GuiButton,game.mcl_sm.button.save_button_this_should_say_load_for_load_mission_dialog,Button2,helpCaptionMissing,0,IDS_undefined_string_sebi,legacy.strings.ids_undefined_string_sebi,symbol_only_from_strings_res_h,strings.res.h
data/defs/ui/packages/legacy_imgui/game/mcl_sm.fit,GuiText,game.mcl_sm.text.info_for_saved_game_goes_in_here,Text2,textMissing,0,IDS_undefined_string_sebi,legacy.strings.ids_undefined_string_sebi,symbol_only_from_strings_res_h,strings.res.h
data/defs/ui/packages/legacy_imgui/game/mcl_sv.fit,GuiButton,game.mcl_sv.button.delete_button,Button0,helpCaptionMissing,0,IDS_undefined_string_sebi,legacy.strings.ids_undefined_string_sebi,symbol_only_from_strings_res_h,strings.res.h
data/defs/ui/packages/legacy_imgui/game/mcl_sv.fit,GuiButton,game.mcl_sv.button.delete_button,Button0,helpDescMissing,0,IDS_undefined_string_sebi,legacy.strings.ids_undefined_string_sebi,symbol_only_from_strings_res_h,strings.res.h
data/defs/ui/packages/legacy_imgui/game/mcl_sv.fit,GuiButton,game.mcl_sv.button.cancel_button,Button1,helpCaptionMissing,0,IDS_undefined_string_sebi,legacy.strings.ids_undefined_string_sebi,symbol_only_from_strings_res_h,strings.res.h
data/defs/ui/packages/legacy_imgui/game/mcl_sv.fit,GuiButton,game.mcl_sv.button.save_button,Button2,helpCaptionMissing,0,IDS_undefined_string_sebi,legacy.strings.ids_undefined_string_sebi,symbol_only_from_strings_res_h,strings.res.h
data/defs/ui/packages/legacy_imgui/game/mcl_sv_acceptchanges.fit,GuiButton,game.mcl_sv_acceptchanges.button.cancel_button,Button0,helpCaptionMissing,0,IDS_undefined_string_sebi,legacy.strings.ids_undefined_string_sebi,symbol_only_from_strings_res_h,strings.res.h
data/defs/ui/packages/legacy_imgui/game/mcl_sv_acceptchanges.fit,GuiButton,game.mcl_sv_acceptchanges.button.accept_button,Button1,helpCaptionMissing,0,IDS_undefined_string_sebi,legacy.strings.ids_undefined_string_sebi,symbol_only_from_strings_res_h,strings.res.h
data/defs/ui/packages/legacy_imgui/game/mcui_keyref_1024.fit,GuiButton,game.mcui_keyref_1024.button.close_keyref_close_reference,Button0,helpCaptionMissing,0,IDS_undefined_string_sebi,legacy.strings.ids_undefined_string_sebi,symbol_only_from_strings_res_h,strings.res.h
data/defs/ui/packages/legacy_imgui/game/mcui_keyref_1280.fit,GuiButton,game.mcui_keyref_1280.button.close_keyref_close_reference,Button0,helpCaptionMissing,0,IDS_undefined_string_sebi,legacy.strings.ids_undefined_string_sebi,symbol_only_from_strings_res_h,strings.res.h
data/defs/ui/packages/legacy_imgui/game/mcui_keyref_1600.fit,GuiButton,game.mcui_keyref_1600.button.close_keyref_close_reference,Button0,helpCaptionMissing,0,IDS_undefined_string_sebi,legacy.strings.ids_undefined_string_sebi,symbol_only_from_strings_res_h,strings.res.h
data/defs/ui/packages/legacy_imgui/game/mcui_keyref_640.fit,GuiButton,game.mcui_keyref_640.button.close_keyref_close_reference,Button0,helpCaptionMissing,0,IDS_undefined_string_sebi,legacy.strings.ids_undefined_string_sebi,symbol_only_from_strings_res_h,strings.res.h
data/defs/ui/packages/legacy_imgui/game/mcui_keyref_800.fit,GuiButton,game.mcui_keyref_800.button.close_keyref_close_reference,Button0,helpCaptionMissing,0,IDS_undefined_string_sebi,legacy.strings.ids_undefined_string_sebi,symbol_only_from_strings_res_h,strings.res.h
data/defs/ui/packages/legacy_imgui/game/mcui_mr_layout.fit,GuiRect,game.mcui_mr_layout.rect.mech_loadout,SalvageAreaRect21,helpDescMissing,45061,IDS_SALVAGE_LOADOUT_HELP,legacy.strings.ids_salvage_loadout_help,symbol_only_from_strings_res_h,strings.res.h
data/defs/ui/packages/legacy_imgui/game/mcui_mr_layout.fit,GuiText,game.mcui_mr_layout.text.help_text,SalvageAreaText2,textMissing,0,IDS_undefined_string_sebi,legacy.strings.ids_undefined_string_sebi,symbol_only_from_strings_res_h,strings.res.h
data/defs/ui/packages/legacy_imgui/game/mcui_mr_layout.fit,GuiText,game.mcui_mr_layout.text.mech_name,SalvageAreaMechText0,textMissing,0,IDS_undefined_string_sebi,legacy.strings.ids_undefined_string_sebi,symbol_only_from_strings_res_h,strings.res.h
data/defs/ui/packages/legacy_imgui/game/mcui_mr_layout.fit,GuiText,game.mcui_mr_layout.text.weight_number,SalvageAreaMechText2,textMissing,0,IDS_undefined_string_sebi,legacy.strings.ids_undefined_string_sebi,symbol_only_from_strings_res_h,strings.res.h
data/defs/ui/packages/legacy_imgui/game/mcui_mr_layout.fit,GuiText,game.mcui_mr_layout.text.armor_number,SalvageAreaMechText3,textMissing,0,IDS_undefined_string_sebi,legacy.strings.ids_undefined_string_sebi,symbol_only_from_strings_res_h,strings.res.h
data/defs/ui/packages/legacy_imgui/game/mcui_mr_layout.fit,GuiText,game.mcui_mr_layout.text.speed_number,SalvageAreaMechText4,textMissing,0,IDS_undefined_string_sebi,legacy.strings.ids_undefined_string_sebi,symbol_only_from_strings_res_h,strings.res.h
data/defs/ui/packages/legacy_imgui/game/mcui_mr_layout.fit,GuiText,game.mcui_mr_layout.text.jump_distance_number,SalvageAreaMechText5,textMissing,0,IDS_undefined_string_sebi,legacy.strings.ids_undefined_string_sebi,symbol_only_from_strings_res_h,strings.res.h
data/defs/ui/packages/legacy_imgui/game/mcui_mr_layout.fit,GuiText,game.mcui_mr_layout.text.range_short_med_or_long,SalvageAreaMechText6,textMissing,0,IDS_undefined_string_sebi,legacy.strings.ids_undefined_string_sebi,symbol_only_from_strings_res_h,strings.res.h
data/defs/ui/packages/legacy_imgui/game/mcui_mr_layout.fit,GuiButton,game.mcui_mr_layout.button.this_is_the_radio_button_for_the_skill_entries,PromoteGadgetRightRadioButton,helpCaptionMissing,0,IDS_undefined_string_sebi,legacy.strings.ids_undefined_string_sebi,symbol_only_from_strings_res_h,strings.res.h
data/defs/ui/packages/legacy_imgui/game/mcui_mr_layout.fit,GuiButton,game.mcui_mr_layout.button.this_is_the_radio_button_for_the_skill_entries,PromoteGadgetRightRadioButton,helpDescMissing,0,IDS_undefined_string_sebi,legacy.strings.ids_undefined_string_sebi,symbol_only_from_strings_res_h,strings.res.h
data/defs/ui/packages/legacy_imgui/game/mcui_mr_layout.fit,GuiRect,game.mcui_mr_layout.rect.rect_05,PromoteGadgetRightSkillEntryBox,helpCaptionMissing,0,IDS_undefined_string_sebi,legacy.strings.ids_undefined_string_sebi,symbol_only_from_strings_res_h,strings.res.h
data/defs/ui/packages/legacy_imgui/game/mcui_mr_layout.fit,GuiRect,game.mcui_mr_layout.rect.rect_05,PromoteGadgetRightSkillEntryBox,helpDescMissing,0,IDS_undefined_string_sebi,legacy.strings.ids_undefined_string_sebi,symbol_only_from_strings_res_h,strings.res.h
data/defs/ui/packages/legacy_imgui/game/mcui_mr_salvageareaentrybox.fit,GuiText,game.mcui_mr_salvageareaentrybox.text.mechnametext,Text0,textMissing,0,IDS_undefined_string_sebi,legacy.strings.ids_undefined_string_sebi,symbol_only_from_strings_res_h,strings.res.h
data/defs/ui/packages/legacy_imgui/game/mcui_mr_salvageareaentrybox.fit,GuiText,game.mcui_mr_salvageareaentrybox.text.variantnametext,Text1,textMissing,0,IDS_undefined_string_sebi,legacy.strings.ids_undefined_string_sebi,symbol_only_from_strings_res_h,strings.res.h
data/defs/ui/packages/legacy_imgui/game/mcui_mr_salvageareaentrybox.fit,GuiText,game.mcui_mr_salvageareaentrybox.text.weighttext,Text2,textMissing,0,IDS_undefined_string_sebi,legacy.strings.ids_undefined_string_sebi,symbol_only_from_strings_res_h,strings.res.h
data/defs/ui/packages/legacy_imgui/game/mcui_mr_salvageareaentrybox.fit,GuiText,game.mcui_mr_salvageareaentrybox.text.cbillstext,Text3,textMissing,0,IDS_undefined_string_sebi,legacy.strings.ids_undefined_string_sebi,symbol_only_from_strings_res_h,strings.res.h
data/defs/ui/packages/legacy_imgui/game/mcui_mr_specialtyskillsentrybox.fit,GuiText,game.mcui_mr_specialtyskillsentrybox.text.skill_header_and_info_text,Text0,textMissing,0,IDS_undefined_string_sebi,legacy.strings.ids_undefined_string_sebi,symbol_only_from_strings_res_h,strings.res.h
data/defs/ui/packages/legacy_imgui/shared/scrollbar.fit,GuiScrollbar,shared.scrollbar.scrollbar.this_is_the_scroll_up_button_for_the_salvageable_mech_entry_box_area,ScrollButton0,helpCaptionMissing,0,IDS_undefined_string_sebi,legacy.strings.ids_undefined_string_sebi,symbol_only_from_strings_res_h,strings.res.h
data/defs/ui/packages/legacy_imgui/shared/scrollbar.fit,GuiScrollbar,shared.scrollbar.scrollbar.this_is_the_scroll_up_button_for_the_salvageable_mech_entry_box_area,ScrollButton0,helpDescMissing,0,IDS_undefined_string_sebi,legacy.strings.ids_undefined_string_sebi,symbol_only_from_strings_res_h,strings.res.h
data/defs/ui/packages/legacy_imgui/shared/scrollbar.fit,GuiScrollbar,shared.scrollbar.scrollbar.this_is_the_scroll_down_button_for_the_salvageable_mech_entry_box_area,ScrollButton1,helpCaptionMissing,0,IDS_undefined_string_sebi,legacy.strings.ids_undefined_string_sebi,symbol_only_from_strings_res_h,strings.res.h
data/defs/ui/packages/legacy_imgui/shared/scrollbar.fit,GuiScrollbar,shared.scrollbar.scrollbar.this_is_the_scroll_down_button_for_the_salvageable_mech_entry_box_area,ScrollButton1,helpDescMissing,0,IDS_undefined_string_sebi,legacy.strings.ids_undefined_string_sebi,symbol_only_from_strings_res_h,strings.res.h
data/defs/ui/packages/legacy_imgui/shared/scrollbar.fit,GuiScrollbar,shared.scrollbar.scrollbar.this_is_the_scroll_slider_for_the_salvageable_mech_entry_box_area,ScrollButton2,helpCaptionMissing,0,IDS_undefined_string_sebi,legacy.strings.ids_undefined_string_sebi,symbol_only_from_strings_res_h,strings.res.h
data/defs/ui/packages/legacy_imgui/shared/scrollbar.fit,GuiScrollbar,shared.scrollbar.scrollbar.this_is_the_scroll_slider_for_the_salvageable_mech_entry_box_area,ScrollButton2,helpDescMissing,0,IDS_undefined_string_sebi,legacy.strings.ids_undefined_string_sebi,symbol_only_from_strings_res_h,strings.res.h
