file,key,legacySection,legacyComment,rect,textKey,visibleText,textLegacyId,textLegacySymbol,textAlign,textAnchor,hasTextRect,font,fontStyle,fontSize,needsReview
data/defs/ui/packages/legacy_imgui/game/buttonlayout1600.fit,game.buttonlayout1600.button.scroll_up,InfoButton0,scroll up,"475,1043,16,8",,,,,center,center,false,Agency Regular,Regular,14,false
data/defs/ui/packages/legacy_imgui/game/buttonlayout1600.fit,game.buttonlayout1600.button.scroll_down,InfoButton1,scroll down,"475,1180,16,8",,,,,center,center,false,Agency Regular,Regular,14,false
data/defs/ui/packages/legacy_imgui/game/buttonlayout1600.fit,game.buttonlayout1600.button.obj,PauseButton0,obj,"1176,548,128,22",legacy.mc2res.43000,OBJECTIVES,43000,IDS_OBJECTIVES,center,center,false,Agency Regular,Regular,14,false
data/defs/ui/packages/legacy_imgui/game/buttonlayout1600.fit,game.buttonlayout1600.button.inmissionsave,PauseButton1,inmissionsave,"1176,575,128,22",legacy.mc2res.43001,QUICK SAVE,43001,IDS_INMISSION,center,center,false,Agency Regular,Regular,14,false
data/defs/ui/packages/legacy_imgui/game/buttonlayout1600.fit,game.buttonlayout1600.button.inmissionload,PauseButton2,inmissionload,"1176,602,128,22",legacy.mc2res.43002,QUICK LOAD,43002,IDS_INMISSIONLOAD,center,center,false,Agency Regular,Regular,14,false
data/defs/ui/packages/legacy_imgui/game/buttonlayout1600.fit,game.buttonlayout1600.button.options,PauseButton3,options,"1176,629,128,22",legacy.mc2res.43003,OPTIONS,43003,IDS_OPTIONS,center,center,false,Agency Regular,Regular,14,false
data/defs/ui/packages/legacy_imgui/game/buttonlayout1600.fit,game.buttonlayout1600.button.restart_mission,PauseButton4,restart mission,"1176,656,128,22",legacy.mc2res.43004,ABORT MISSION,43004,IDS_RESTART,center,center,false,Agency Regular,Regular,14,false
data/defs/ui/packages/legacy_imgui/game/buttonlayout1600.fit,game.buttonlayout1600.button.exit,PauseButton5,exit,"1176,683,128,22",legacy.mc2res.43005,EXIT GAME,43005,IDS_EXIT,center,center,false,Agency Regular,Regular,14,false
data/defs/ui/packages/legacy_imgui/game/buttonlayout1600.fit,game.buttonlayout1600.button.return_to_game,PauseButton6,return to game,"1176,710,128,22",legacy.mc2res.43006,RETURN TO GAME,43006,IDS_RETURN_TOGAME,center,center,false,Agency Regular,Regular,14,false
data/defs/ui/packages/legacy_imgui/game/buttonlayout640.fit,game.buttonlayout640.button.default_attack_defunct,Button0,default attack DEFUNCT,"554,373,39,25",,,,,center,center,false,Agency Regular,Regular,14,false
data/defs/ui/packages/legacy_imgui/game/buttonlayout640.fit,game.buttonlayout640.button.short_range_attack_defunct,Button1,short range attack DEFUNCT,"595,373,39,25",,,,,center,center,false,Agency Regular,Regular,14,false
data/defs/ui/packages/legacy_imgui/game/buttonlayout640.fit,game.buttonlayout640.button.medium_attack_defunct,Button2,medium attack DEFUNCT,"554,400,39,25",,,,,center,center,false,Agency Regular,Regular,14,false
data/defs/ui/packages/legacy_imgui/game/buttonlayout640.fit,game.buttonlayout640.button.l_attack_defunct,Button3,l attack DEFUNCT,"595,400,39,25",,,,,center,center,false,Agency Regular,Regular,14,false
data/defs/ui/packages/legacy_imgui/game/buttonlayout640.fit,game.buttonlayout640.button.jump,Button4,jump,"595,377,39,37",,,,,center,center,false,Agency Regular,Regular,14,false
data/defs/ui/packages/legacy_imgui/game/buttonlayout640.fit,game.buttonlayout640.button.run,Button5,run,"554,377,39,37",,,,,center,center,false,Agency Regular,Regular,14,false
data/defs/ui/packages/legacy_imgui/game/buttonlayout640.fit,game.buttonlayout640.button.guard,Button6,guard,"554,415,39,37",,,,,center,center,false,Agency Regular,Regular,14,false
data/defs/ui/packages/legacy_imgui/game/buttonlayout640.fit,game.buttonlayout640.button.fire_from_current_pos,Button7,fire from current pos,"554,454,26,22",,,,,center,center,false,Agency Regular,Regular,14,false
data/defs/ui/packages/legacy_imgui/game/buttonlayout640.fit,game.buttonlayout640.button.stop,Button8,stop,"595,415,39,37",,,,,center,center,false,Agency Regular,Regular,14,false
data/defs/ui/packages/legacy_imgui/game/buttonlayout640.fit,game.buttonlayout640.button.info,Button9,info,"581,353,26,22",,,,,center,center,false,Agency Regular,Regular,14,false
data/defs/ui/packages/legacy_imgui/game/buttonlayout640.fit,game.buttonlayout640.button.objectives,Button10,objectives,"554,353,26,22",,,,,center,center,false,Agency Regular,Regular,14,false
data/defs/ui/packages/legacy_imgui/game/buttonlayout640.fit,game.buttonlayout640.button.pause_menu,Button11,PAUSE MENU,"608,353,26,22",,,,,center,center,false,Agency Regular,Regular,14,false
data/defs/ui/packages/legacy_imgui/game/buttonlayout640.fit,game.buttonlayout640.button.tac_map,Button12,tac map,"0,314,45,30",,,,,center,center,false,Agency Regular,Regular,14,false
data/defs/ui/packages/legacy_imgui/game/buttonlayout640.fit,game.buttonlayout640.button.info_tab,Button13,info tab,"94,314,45,30",,,,,center,center,false,Agency Regular,Regular,14,false
data/defs/ui/packages/legacy_imgui/game/buttonlayout640.fit,game.buttonlayout640.button.vehicle_tab,Button14,vehicle tab,"47,314,45,30",,,,,center,center,false,Agency Regular,Regular,14,false
data/defs/ui/packages/legacy_imgui/game/buttonlayout640.fit,game.buttonlayout640.button.minelayer,Button15,minelayer,"608,454,26,22",,,,,center,center,false,Agency Regular,Regular,14,false
data/defs/ui/packages/legacy_imgui/game/buttonlayout640.fit,game.buttonlayout640.button.repair,Button16,repair,"608,454,26,22",,,,,center,center,false,Agency Regular,Regular,14,false
data/defs/ui/packages/legacy_imgui/game/buttonlayout640.fit,game.buttonlayout640.button.salvage,Button17,salvage,"608,454,26,22",,,,,center,center,false,Agency Regular,Regular,14,false
data/defs/ui/packages/legacy_imgui/game/buttonlayout640.fit,game.buttonlayout640.button.artillery_piece_suppression_fire,Button18,artillery piece suppression fire,"608,454,26,22",,,,,center,center,false,Agency Regular,Regular,14,false
data/defs/ui/packages/legacy_imgui/game/buttonlayout640.fit,game.buttonlayout640.button.hold_position,Button19,hold position,"581,454,26,22",,,,,center,center,false,Agency Regular,Regular,14,false
data/defs/ui/packages/legacy_imgui/game/buttonlayout640.fit,game.buttonlayout640.button.button,ScrollButton,,"116,395,9,9",,,,,center,center,false,Agency Regular,Regular,14,false
data/defs/ui/packages/legacy_imgui/game/buttonlayout640.fit,game.buttonlayout640.button.scroll_up,InfoButton0,scroll up,"116,389,9,5",,,,,center,center,false,Agency Regular,Regular,14,false
data/defs/ui/packages/legacy_imgui/game/buttonlayout640.fit,game.buttonlayout640.button.scroll_down,InfoButton1,scroll down,"116,466,9,5",,,,,center,center,false,Agency Regular,Regular,14,false
